Sport,Game_Type,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NBA,Classic,NBA $7K Quarter Jukebox (6/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (7/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (8/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (9/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (10/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (11/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (12/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (13/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (14/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (15/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (16/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (17/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (18/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (19/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (20/20),2/16/2022,27144,229.5,0.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (1/20),2/16/2022,8,326.7,500.00,32506,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (2/20),2/16/2022,31496,204.25,0.00,32506,$0.25 ,"$7,000.00 ",7990
NHL,Showdown,NHL Showdown $1K Hip Check (COL vs VGK),2/16/2022,639,52.9,0.00,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $4K Hip Check,2/16/2022,1653,111,0.00,4756,$1.00 ,"$4,000.00 ",1103
NHL,Showdown,NHL Showdown $1K Hip Check (EDM vs LA),2/15/2022,61,91.65,2.50,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $10K Micro mini-MAX [150 Max Entry],2/15/2022,7682,85.6,0.00,11890,$1.00 ,"$10,000.00 ",2732
NBA,Showdown Captain Mode,NBA Showdown $10K And-One (LAC vs PHX),2/15/2022,1765,225.88,1.50,11890,$1.00 ,"$10,000.00 ",3080
NBA,Classic,NBA $50K Micro And-One Special [20 Entry Max],2/15/2022,24912,264.75,0.00,59453,$1.00 ,"$50,000.00 ",15950
NBA,Classic,NBA $400K Big Jam [$100K to 1st],2/15/2022,29923,253.5,0.00,47058,$10.00 ,"$400,000.00 ",9880
NBA,Classic,NBA $7K Quarter Jukebox (20/20),2/15/2022,7051,294,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (9/20),2/15/2022,9756,283.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (8/20),2/15/2022,11016,279.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (15/20),2/15/2022,11707,277,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (13/20),2/15/2022,11829,276.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (6/20),2/15/2022,21479,247,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (2/20),2/15/2022,23425,240.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (19/20),2/15/2022,1156,330,1.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (16/20),2/15/2022,3008,314,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (5/20),2/15/2022,3772,309.25,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (1/20),2/15/2022,4030,308,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (12/20),2/15/2022,12476,274.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (14/20),2/15/2022,12533,274,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (17/20),2/15/2022,13525,270.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (18/20),2/15/2022,14423,268.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (10/20),2/15/2022,14713,267.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (3/20),2/15/2022,15086,266,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (7/20),2/15/2022,15376,265,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (11/20),2/15/2022,16475,262,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (4/20),2/15/2022,25019,234.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (3/20),2/15/2022,544,338.75,0.50,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (5/20),2/15/2022,3233,315.5,0.30,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (16/20),2/15/2022,5866,304,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (4/20),2/15/2022,6219,303,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (10/20),2/15/2022,6746,301.25,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (9/20),2/15/2022,8930,294.25,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (11/20),2/15/2022,11184,288.25,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (8/20),2/15/2022,11458,287.5,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (2/20),2/15/2022,12667,284.75,0.20,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (20/20),2/15/2022,15566,278.5,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (7/20),2/15/2022,15993,277.5,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (6/20),2/15/2022,16530,276.5,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (19/20),2/15/2022,20473,269,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (18/20),2/15/2022,22266,265.75,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (17/20),2/15/2022,24855,261,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (15/20),2/15/2022,25000,260.75,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (14/20),2/15/2022,30289,252,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (13/20),2/15/2022,30695,251.25,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (1/20),2/15/2022,33552,246.5,0.00,59453,$0.10 ,"$5,000.00 ",14240
NBA,Classic,NBA $5K Micro Dime Time [Just $0.10!]  (12/20),2/15/2022,40129,235.5,0.00,59453,$0.10 ,"$5,000.00 ",14240
CBB,Classic,CBB $2.5K And-One,2/15/2022,846,226.5,0.00,2941,$1.00 ,"$2,500.00 ",768
NHL,Showdown,NHL Showdown $1.5K Hip Check (EDM vs SJ),2/14/2022,658,57.25,0.00,1783,$1.00 ,"$1,500.00 ",421
NHL,Classic,NHL $5K Hip Check,2/14/2022,2553,102.3,0.00,5945,$1.00 ,"$5,000.00 ",1543
NBA,Showdown Captain Mode,NBA Showdown $6K And-One (GSW vs LAC),2/14/2022,3310,184.25,0.00,7134,$1.00 ,"$6,000.00 ",1815
NBA,Classic,NBA $40K And-One [20 Entry Max] (2/2),2/14/2022,10665,282.25,1.50,47562,$1.00 ,"$40,000.00 ",12830
NBA,Classic,NBA $40K And-One [20 Entry Max] (1/2),2/14/2022,11092,281.75,1.50,47562,$1.00 ,"$40,000.00 ",12830
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (4/4),2/14/2022,15550,271.75,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (1/4),2/14/2022,17546,267.25,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (2/4),2/14/2022,19053,264.25,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $15K mini-MAX [150 Entry Max] (3/4),2/14/2022,19630,263,0.00,35671,$0.50 ,"$15,000.00 ",8185
NBA,Classic,NBA $7K Quarter Jukebox (15/20),2/14/2022,2204,307,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (5/20),2/14/2022,2916,302.25,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (16/20),2/14/2022,3118,301.25,0.75,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (12/20),2/14/2022,5587,290.75,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (3/20),2/14/2022,6004,289.25,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (14/20),2/14/2022,6004,289.25,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (18/20),2/14/2022,6442,287.75,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (13/20),2/14/2022,7014,286,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (1/20),2/14/2022,7247,285.25,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (20/20),2/14/2022,7734,283.75,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (2/20),2/14/2022,7806,283.5,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (19/20),2/14/2022,7907,283.25,0.50,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (10/20),2/14/2022,11099,275,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (6/20),2/14/2022,11902,272.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (4/20),2/14/2022,13791,267.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (9/20),2/14/2022,15465,263.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (17/20),2/14/2022,17579,258.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (8/20),2/14/2022,19557,252.75,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (7/20),2/14/2022,22899,242.5,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $7K Quarter Jukebox (11/20),2/14/2022,22953,242.25,0.00,33293,$0.25 ,"$7,000.00 ",7990
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (10/20),2/14/2022,19413,279.5,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (15/20),2/14/2022,19413,279.5,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (1/20),2/14/2022,26308,271.75,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (20/20),2/14/2022,27850,270,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (3/20),2/14/2022,28310,269.5,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (9/20),2/14/2022,28690,269,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (14/20),2/14/2022,36488,261,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (17/20),2/14/2022,37671,259.75,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (12/20),2/14/2022,55835,242,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (18/20),2/14/2022,1699,320,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (19/20),2/14/2022,6097,303.25,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (2/20),2/14/2022,7688,298.5,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (16/20),2/14/2022,8023,297.75,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (5/20),2/14/2022,10337,293,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (6/20),2/14/2022,10337,293,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (8/20),2/14/2022,10626,292.5,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (4/20),2/14/2022,12458,289.5,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (11/20),2/14/2022,14647,286,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (13/20),2/14/2022,45610,251.75,0.00,104960,$0.01 ,"$1,000.00 ",100
NBA,Classic,NBA $1K Micro Penny Booster [Top 100 Win $10] (7/20),2/14/2022,48619,249,0.00,104960,$0.01 ,"$1,000.00 ",100
CBB,Classic,CBB $2K And-One,2/14/2022,1612,180.25,0.00,2378,$1.00 ,"$2,000.00 ",616
TEN,Single Match,"TEN $4.5K Micro mini-MAX Special [$1K to 1st, 150 Entry Max]",2/14/2022,3272,299.85,0.00,5350,$1.00 ,"$4,500.00 ",1077
NBA,Best Ball,NBA Best Ball $100K Sharpshooter [$10K to 1st] (Tournament),10/19/2021,5,14617.75,0.00,12,$3.00 ,$30.86 ,0
NBA,Best Ball,NBA Best Ball $100K Sharpshooter [$10K to 1st] (Tournament),10/19/2021,10,13082.25,0.00,12,$3.00 ,$30.86 ,0
NBA,Best Ball,NBA Best Ball $100K Sharpshooter [$10K to 1st] (Tournament),10/19/2021,3,14870.25,0.00,12,$3.00 ,$30.86 ,0
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (13/20),2/13/2022,140281,86.23,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (4/20),2/13/2022,140509,86.17,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (20/20),2/13/2022,28223,112,0.50,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (12/20),2/13/2022,29022,111.57,0.50,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (19/20),2/13/2022,34119,109.64,0.50,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (18/20),2/13/2022,50144,104.65,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (5/20),2/13/2022,54107,103.75,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (1/20),2/13/2022,57438,103.17,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (15/20),2/13/2022,76829,99.05,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (17/20),2/13/2022,79707,98.39,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (16/20),2/13/2022,90593,96.21,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (3/20),2/13/2022,120089,90.57,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (11/20),2/13/2022,120692,90.39,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (2/20),2/13/2022,121961,90.21,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (8/20),2/13/2022,122147,90.19,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (6/20),2/13/2022,132533,88.19,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (7/20),2/13/2022,162395,80.11,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (9/20),2/13/2022,164368,79.19,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (10/20),2/13/2022,164972,79.01,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $40K Quarter Jukebox [Just $0.25!]  (Super Bowl) (14/20),2/13/2022,166237,78.57,0.00,190249,$0.25 ,"$40,000.00 ",42480
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (7/20),2/13/2022,4222,120.94,0.40,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (13/20),2/13/2022,5171,119.86,0.30,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (15/20),2/13/2022,7016,118.32,0.30,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (10/20),2/13/2022,12449,116.12,0.30,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (9/20),2/13/2022,39517,106.71,0.20,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (19/20),2/13/2022,41254,106.21,0.20,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (20/20),2/13/2022,41461,106.06,0.20,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (18/20),2/13/2022,42359,105.84,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (2/20),2/13/2022,45008,104.92,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (17/20),2/13/2022,61229,101.02,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (5/20),2/13/2022,67527,99.61,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (6/20),2/13/2022,76956,97.53,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (8/20),2/13/2022,89182,95.13,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (4/20),2/13/2022,132449,85.64,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (1/20),2/13/2022,133132,85.47,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (16/20),2/13/2022,156689,77.85,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (11/20),2/13/2022,157288,77.51,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (3/20),2/13/2022,160118,76.03,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (12/20),2/13/2022,120644,88.82,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $15K Dime Package [Just $0.10!] (Super Bowl) (14/20),2/13/2022,126208,87.33,0.00,178359,$0.10 ,"$15,000.00 ",42090
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (8/20),2/13/2022,9377,117.62,1.50,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (7/20),2/13/2022,12216,116.27,1.50,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (1/20),2/13/2022,17001,114.69,1.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (9/20),2/13/2022,21197,113.37,1.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (2/20),2/13/2022,26287,112.07,1.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (15/20),2/13/2022,35150,109.19,1.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (18/20),2/13/2022,39952,107.62,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (14/20),2/13/2022,44962,106.24,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (13/20),2/13/2022,56802,103.35,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (17/20),2/13/2022,67283,100.99,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (4/20),2/13/2022,70329,100.37,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (3/20),2/13/2022,72056,100.01,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (6/20),2/13/2022,72430,99.99,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (12/20),2/13/2022,82139,97.81,0.00,190249,$0.50 ,"$80,000.00 ",39800
NFL,Showdown Captain Mode,NFL Showdown $80K mini-MAX [150 Entry Max] (Super Bowl) (16/20),2/13/2022,90351,96.37,0.00,190249,$0.50 ,"$80,000.00 ",39800
